User ID,Concert Visits,Friends Count
3374,2637,41
134,2262,41
5004,2262,41
2232,2262,41
2134,5637,41
2125,4887,41
576,2637,41
3372,1887,41
1814,3012,41
257,3387,41
159,1887,41
3746,4887,41
311,3387,41
2683,2262,41
45,3762,41
2426,3012,41
2871,3012,41
7233,7887,41
4028,3012,41
904,9387,41
129,2637,41
252,6387,41
255,1887,41
1518,2262,41
3780,1887,41
391,8637,40
2960,3762,40
3789,3012,40
4002,5262,40
4786,8637,40
603,3762,40
1954,3762,40
308,3387,40
574,4137,40
2934,3012,40
1837,7137,40
3550,9012,40
895,1887,40
1924,2262,40
235,2637,40
722,5637,40
2530,1887,40
782,1887,40
3999,5637,40
111,2637,40
838,4137,40
2457,2262,40
8211,3012,39
82,3387,39
2416,4137,39
985,7512,39
4052,2637,39
2443,1887,39
341,1887,39
7232,1887,39
380,1887,39
2006,1887,39
4024,8262,39
444,7137,39
104,8637,39
1889,2262,39
2730,3762,39
1232,7512,39
2339,2637,39
2244,7137,39
2242,9012,39
1204,1887,39
5049,6387,39
8188,1887,39
1854,4887,39
244,2637,39
50,2262,39
475,3012,39
2359,4887,38
2604,7887,38
1309,3012,38
3548,6012,38
314,2262,38
416,9012,38
6489,4512,38
4037,2262,38
2532,1887,38
1806,5262,38
83,3012,38
5560,10887,38
2432,3387,38
8202,2637,38
2673,3012,38
1863,3387,38
4882,5637,38
174,4137,38
7420,1887,38
7804,3762,38
5182,3387,38
549,3762,38
417,2637,38
2452,3012,38
296,2262,38
375,4512,38
293,2637,38
588,8637,38
2120,4512,38
191,2637,37
1576,3387,37
3526,1887,37
762,1887,37
8217,2637,37
3075,6012,37
166,1887,37
4686,2262,37
554,9762,37
529,2637,37
586,2262,37
441,6387,37
1157,1887,37
6018,2637,37
3231,1887,37
2029,2637,37
2083,7137,37
548,3762,37
4010,2262,37
480,6012,37
3216,2637,37
2433,4137,37
7600,1887,37
5255,3387,37
890,5262,36
4017,8262,36
390,1887,36
1304,5637,36
7871,9762,36
1145,1887,36
3774,4887,36
1156,2262,36
4996,3387,36
184,3012,36
135,3387,36
1225,1887,36
7273,7512,36
3813,3387,36
4150,4137,36
5901,2637,36
271,2262,36
276,3762,36
282,4137,36
4752,3012,36
1366,1887,36
7359,5637,36
3600,3762,36
2486,4137,36
2899,4137,36
322,3012,36
331,3387,36
2451,3012,36
340,3762,36
2441,2262,36
579,1887,36
447,4887,35
3812,4137,35
5014,1887,35
5042,4512,35
505,2262,35
4143,2262,35
171,7137,35
2804,1887,35
5220,1887,35
2586,2637,35
2534,1887,35
1879,4137,35
4138,5262,35
730,5637,35
736,5262,35
121,2262,35
112,2637,35
102,8637,35
90,2262,35
88,3012,35
2025,3387,35
81,4887,35
1538,7137,35
1715,6387,35
2425,5262,35
18,3762,35
4726,10512,35
376,1887,35
79,3762,34
182,8262,34
3376,3012,34
814,2262,34
962,1887,34
3433,5262,34
158,6012,34
4204,2262,34
17,7137,34
7230,1887,34
4,7887,34
7385,5637,34
848,1887,34
157,2637,34
1373,1887,34
941,2637,34
1872,6762,34
3039,2637,34
3088,3012,34
1820,2637,34
3513,4512,34
4743,3387,34
2208,4512,34
68,3012,34
6678,13137,34
3736,1887,34
316,4512,34
6859,1887,34
4075,1887,34
435,4887,34
3660,9387,34
1484,12387,34
4919,2637,34
2434,3387,34
1296,5637,34
1949,5262,34
8201,7887,34
3728,1887,34
4018,2637,34
1231,2262,34
225,2637,34
310,3012,34
381,1887,34
49,3762,33
51,3012,33
5805,2262,33
101,10887,33
1167,1887,33
7392,7887,33
6,2262,33
2788,8262,33
2097,2262,33
4751,2637,33
6078,6012,33
1676,4512,33
3036,3387,33
1709,8262,33
4027,5262,33
64,2637,33
2357,3387,33
214,2262,33
1415,2637,33
1308,3762,33
3601,1887,33
148,7512,33
1217,1887,33
3430,4137,33
186,4137,33
470,4512,33
4006,4887,33
3396,2637,33
1531,4887,33
2674,6387,33
247,2262,33
7258,4887,33
2518,3762,33
4145,1887,33
274,1887,33
5150,6387,33
2124,6012,33
300,6387,33
3322,8262,33
5058,3012,33
3341,3387,33
1038,2637,33
780,4137,32
1881,1887,32
546,2262,32
1437,5262,32
552,6387,32
627,5262,32
4008,3762,32
607,5262,32
4093,6012,32
1749,1887,32
1675,1887,32
670,1887,32
4007,3012,32
691,1887,32
542,1887,32
388,4512,32
465,2637,32
7249,2637,32
2868,3762,32
3862,3012,32
3855,2262,32
1334,1887,32
6836,3012,32
1170,3387,32
3491,3387,32
451,2262,32
401,4512,32
7231,1887,32
93,3012,32
2758,4887,32
410,6012,32
5139,9387,32
150,4137,32
5006,1887,32
1229,6387,32
3972,4137,32
251,4512,32
2155,6012,32
5627,3762,32
261,1887,32
6789,6387,32
3303,3012,32
2582,2262,32
2592,4137,32
3778,2262,31
4019,6012,31
2092,7512,31
8018,1887,31
3308,3012,31
676,1887,31
1952,7137,31
5179,4512,31
4766,2637,31
1831,3762,31
239,3387,31
700,2637,31
3597,3762,31
6086,3012,31
7641,4887,31
1303,1887,31
729,3387,31
638,5262,31
306,7887,31
349,7137,31
164,2262,31
144,2637,31
2042,3012,31
262,1887,31
4928,1887,31
292,6387,31
256,2262,31
1663,3387,31
7746,5262,31
5438,2262,31
513,2262,31
3803,3012,31
1137,4887,31
1708,3762,31
6902,1887,31
4655,7137,31
5800,6012,31
1062,2637,31
787,7137,31
957,3387,31
2345,3762,31
1314,3762,31
430,9387,31
2617,3387,30
3665,6012,30
592,4137,30
3408,5262,30
4247,2637,30
3663,3012,30
173,1887,30
6336,4512,30
1812,3387,30
2471,5262,30
286,7137,30
1219,4512,30
3496,1887,30
4202,6387,30
2444,2262,30
5149,3012,30
6800,2637,30
1006,1887,30
3591,1887,30
3935,8262,30
909,6762,30
5405,2637,30
538,4137,30
1123,4887,30
3363,2637,30
5314,3012,30
758,2262,30
127,3387,30
564,2262,30
5264,3387,30
133,9387,30
844,2262,30
5910,1887,30
3196,3762,30
1866,1887,30
2719,2637,30
1757,4887,30
353,2262,30
87,3762,30
7666,1887,30
5850,1887,30
4005,2262,30
610,2637,30
3354,5262,30
1870,8262,30
2814,1887,29
119,8637,29
4552,4887,29
2998,2262,29
1929,1887,29
689,4512,29
3005,3012,29
5192,6012,29
116,2262,29
3021,1887,29
2819,6387,29
7116,2637,29
2898,10512,29
1155,1887,29
1763,3762,29
4497,1887,29
138,2262,29
4490,3762,29
2607,2262,29
1868,6012,29
3352,6762,29
4800,1887,29
2888,4137,29
185,3012,29
2691,4137,29
1936,6387,29
4616,4887,29
2039,2637,29
2418,1887,29
1289,2262,29
3867,2637,29
466,1887,29
2040,3762,29
1474,4137,29
6098,6012,29
457,2262,29
2428,5262,29
6852,4887,29
4935,12387,29
2019,2262,29
2414,6762,29
609,2262,29
443,9012,29
2396,2262,29
583,1887,29
3713,1887,29
1449,6012,29
414,4887,29
1440,2637,29
2258,6387,29
2338,1887,29
2132,4512,29
4078,4887,29
5715,2637,29
3673,2637,29
528,3387,29
2194,6012,29
2007,3012,29
2193,1887,29
1951,6762,29
1530,8637,29
317,3762,29
3888,4137,29
1381,3387,29
4009,3012,28
69,1887,28
1379,6012,28
905,2262,28
956,1887,28
1783,5637,28
1775,2262,28
3206,2262,28
1667,1887,28
77,3012,28
440,3762,28
1396,2262,28
20,2637,28
1059,8637,28
5582,4137,28
3784,3762,28
1099,5637,28
24,1887,28
3870,2637,28
4660,2637,28
3857,6387,28
23,4137,28
3084,5262,28
1064,3012,28
2248,4137,28
1752,3762,28
5791,2637,28
572,8262,28
4412,1887,28
1633,1887,28
553,3387,28
3834,3387,28
240,4137,28
3730,1887,28
5486,8637,28
8281,3762,28
2439,5262,28
6497,3387,28
3377,4512,28
2748,3012,28
3406,3762,28
333,2262,28
984,4512,28
1213,7512,28
197,2637,28
2495,4887,28
291,3387,28
1976,3762,28
5173,5262,28
667,3012,28
4156,7137,28
2533,2262,28
1946,2637,28
2692,4512,28
536,4512,28
242,5262,28
2732,1887,28
394,2637,28
1828,3387,28
606,7137,28
4940,2262,28
5265,1887,28
5259,1887,28
6868,2262,28
369,5637,28
1470,2262,28
6116,2637,28
3292,3762,28
2438,1887,28
5188,4512,27
818,2262,27
7278,5637,27
994,3387,27
5277,10512,27
1526,8637,27
1602,5637,27
1023,1887,27
1504,6762,27
986,2262,27
1371,4512,27
7373,1887,27
7203,5262,27
1209,6387,27
5061,3012,27
4912,4512,27
5066,2262,27
1065,2262,27
847,6762,27
981,1887,27
5457,4512,27
0,4137,27
1642,3387,27
1922,2637,27
3767,3762,27
427,8262,27
442,4887,27
3822,6387,27
2220,2262,27
3922,2262,27
2173,6012,27
3965,4137,27
8095,9762,27
535,1887,27
3983,1887,27
541,6012,27
2130,1887,27
4012,1887,27
598,6762,27
601,5637,27
2074,2262,27
620,3012,27
2034,5637,27
3761,3762,27
7765,1887,27
382,1887,27
3383,3387,27
3035,1887,27
31,2262,27
56,2637,27
7876,5262,27
3272,2262,27
109,2637,27
132,2637,27
136,2262,27
2613,5637,27
2454,1887,27
8296,1887,27
217,6012,27
8294,4137,27
246,2262,27
268,4512,27
3659,5637,27
2458,2262,27
3680,3762,27
6034,1887,27
478,2262,27
1779,3387,27
1697,3387,27
1817,6387,27
1776,5262,27
1834,1887,27
1732,2637,27
3738,6012,26
5181,3762,26
273,5637,26
5626,2262,26
5300,1887,26
5797,7887,26
999,2262,26
1132,1887,26
3998,4137,26
285,3012,26
558,1887,26
567,1887,26
2099,6387,26
4994,3762,26
4972,3387,26
585,1887,26
3936,7887,26
6955,4887,26
3662,2637,26
809,3012,26
431,4137,26
835,9762,26
461,1887,26
462,2262,26
951,5262,26
7270,4887,26
3853,5262,26
373,2262,26
2865,3387,26
976,4137,26
368,3762,26
6841,4887,26
6840,4137,26
344,1887,26
2257,1887,26
936,2262,26
4961,2262,26
1414,2637,26
232,4512,26
4073,8262,26
1020,1887,26
3386,6012,26
3392,5262,26
8128,2262,26
1953,3387,26
2030,1887,26
4135,5637,26
1031,3762,26
2630,3762,26
1726,2262,26
7669,5262,26
4104,1887,26
1100,3387,26
3454,8262,26
3504,3012,26
8224,5637,26
1012,4137,26
4023,4512,26
4941,2637,26
3360,4512,26
4020,1887,26
4811,3762,26
3012,1887,26
1515,2262,26
2556,3387,26
3541,1887,26
3365,1887,25
7862,7137,25
6773,1887,25
3397,2637,25
1908,2637,25
404,2262,25
7362,6387,25
3467,2262,25
3753,7137,25
151,2262,25
965,2262,25
72,4887,25
1681,3762,25
4733,2262,25
4381,1887,25
5187,2262,25
126,5637,25
5534,2637,25
3344,2262,25
5532,2637,25
1789,2262,25
783,4887,25
5214,2637,25
248,3012,25
1000,4512,25
1688,2262,25
250,2637,25
2754,1887,25
1735,2262,25
3596,3387,25
6568,7512,25
2505,1887,25
5554,4512,25
2729,1887,25
7850,7512,25
1761,3762,25
3765,6012,25
2271,2637,25
5781,3387,25
1857,1887,25
713,2637,25
719,1887,25
4936,3762,25
5353,5637,25
1869,3012,25
4948,4887,25
35,1887,25
2852,2262,25
582,6762,25
3082,2262,25
1827,5262,25
910,5637,25
2855,1887,25
3970,2262,25
30,4887,25
6096,6762,25
7088,2637,25
4917,3762,25
4791,4512,25
7402,1887,25
1989,3762,25
6023,2637,25
1527,1887,25
669,2262,25
1928,4512,25
1890,2262,25
7430,5262,25
4822,3387,25
1546,4137,25
3007,4512,25
8,2637,25
44,3012,25
7450,1887,25
920,3012,25
8191,1887,25
429,2262,25
65,3012,25
1796,1887,25
62,1887,25
7374,2262,25
2832,1887,25
3849,2637,25
3355,2262,25
59,1887,25
3864,3012,25
482,1887,25
1393,5262,25
1345,4887,25
2264,2637,25
6344,3762,25
1356,3762,25
6934,2262,25
747,2637,25
5030,2262,25
4753,2262,25
2191,1887,25
3901,2262,25
47,3012,25
6776,1887,25
1367,3012,25
2240,4887,25
3106,4137,24
2791,1887,24
4546,4512,24
4596,1887,24
1677,3387,24
2761,4887,24
5257,6387,24
2890,1887,24
1695,2262,24
2826,9762,24
7512,3012,24
5258,2262,24
7682,4137,24
3381,3012,24
5067,6012,24
2225,4887,24
1588,5637,24
3961,1887,24
1394,4137,24
4758,1887,24
8096,3387,24
7627,5637,24
1408,9387,24
1448,2262,24
4317,2262,24
2086,1887,24
7397,2262,24
2041,4887,24
1999,4512,24
1977,1887,24
1540,4887,24
4812,7887,24
4810,8637,24
8108,1887,24
3881,2637,24
3843,1887,24
8205,1887,24
3841,3387,24
3416,2262,24
2596,1887,24
1729,1887,24
3524,1887,24
7798,3012,24
2544,6012,24
3569,6762,24
2526,2637,24
3590,5262,24
2501,2262,24
7790,6387,24
7581,4887,24
2423,3012,24
2419,1887,24
3697,2262,24
3717,2262,24
1788,4512,24
3786,2262,24
3790,2262,24
7276,3012,24
4926,5262,24
469,10512,24
210,4137,24
422,3012,24
5742,1887,24
862,3012,24
398,2262,24
397,4887,24
396,2262,24
350,1887,24
5716,3387,24
854,2262,24
6490,3762,24
342,9012,24
318,1887,24
298,7887,24
801,2262,24
5529,2637,24
103,2262,24
284,12012,24
46,7512,24
6067,2262,24
900,1887,24
130,1887,24
128,4137,24
5978,3387,24
162,2637,24
940,9387,24
5900,1887,24
539,3387,24
6217,3762,24
524,8637,24
724,1887,24
508,3012,24
6949,6387,24
839,3762,24
6058,7512,24
73,1887,24
1083,7887,24
224,2262,24
696,3762,23
3701,3762,23
2274,1887,23
565,3387,23
3727,5637,23
8009,3012,23
5186,2262,23
2182,3387,23
6604,6012,23
1731,5262,23
753,5262,23
4924,2262,23
1306,2262,23
4004,4512,23
1513,5637,23
392,1887,23
2844,1887,23
6748,2637,23
2262,1887,23
5841,2637,23
383,5262,23
5927,2262,23
3041,12762,23
1933,3387,23
3399,3012,23
3749,4887,23
6378,6762,23
1178,3387,23
5739,4137,23
8004,6012,23
223,6762,23
8064,6762,23
4856,3762,23
5198,3387,23
3315,1887,23
6998,1887,23
534,3012,23
8133,6387,23
3800,3012,23
434,9012,23
8113,3387,23
7118,2262,23
3395,3012,23
1223,2637,23
1905,3762,23
7740,2262,23
3144,3387,23
701,9012,23
196,6762,23
2764,5262,23
1212,5637,23
7818,2637,23
560,7887,23
2252,3762,23
360,6762,23
1710,1887,23
1839,3012,23
3561,3387,23
6074,4137,23
5136,4512,23
2483,8637,23
4768,2262,23
6019,7137,23
2902,6012,23
4977,9012,23
1066,2262,23
304,3012,23
2695,4137,23
145,5637,23
6814,1887,23
2901,2262,23
2900,3387,23
1491,5637,23
5318,2262,23
908,2637,23
6048,8637,23
4556,3387,23
7297,10887,23
1411,1887,23
4071,2637,23
2223,1887,23
4602,7512,23
1880,3762,23
320,10887,23
5563,1887,23
604,3387,23
7832,1887,23
8283,4137,23
4962,7512,23
4030,4137,23
2442,4137,23
4031,3012,23
794,2262,23
925,3012,23
2813,1887,23
4881,6762,23
226,1887,23
733,1887,23
5903,4512,23
2707,3387,23
1061,2637,23
149,7137,23
152,2262,23
218,2262,23
3897,11262,22
732,9387,22
2189,3762,22
7837,5262,22
5580,4512,22
2174,4512,22
5913,1887,22
7748,3762,22
1471,2637,22
3557,6012,22
1294,3387,22
516,1887,22
3203,4512,22
8194,1887,22
2953,1887,22
4016,4512,22
599,2262,22
1938,3012,22
6105,5262,22
1436,1887,22
3048,4887,22
4042,1887,22
4047,2262,22
823,2262,22
7723,1887,22
146,3762,22
4056,4887,22
2028,2637,22
2026,1887,22
2022,6012,22
2864,2262,22
1991,2262,22
3071,1887,22
2011,2262,22
7066,10137,22
7699,2637,22
3023,2262,22
568,1887,22
1328,3387,22
1903,4512,22
537,2262,22
3554,2262,22
3032,1887,22
8192,3762,22
6210,7137,22
7739,1887,22
547,4887,22
3325,5262,22
7478,2262,22
5604,4137,22
7049,2637,22
983,5637,22
2110,3762,22
4003,3387,22
1093,1887,22
5400,3387,22
690,3012,22
4907,4887,22
6681,5637,22
4905,2637,22
7462,2637,22
2420,7887,22
7253,1887,22
91,2637,22
7948,2637,22
4478,4512,22
5792,6012,22
1733,4512,22
74,7137,22
3489,4887,22
7428,3387,22
6610,3012,22
7853,4137,22
7247,4887,22
1211,4137,22
411,4887,22
5226,2637,22
3768,1887,22
420,3012,22
3567,2262,22
5788,2637,22
221,5262,22
2430,4137,22
1019,3012,22
845,1887,22
4591,10887,22
803,7887,22
2513,1887,22
3,1887,22
3531,3387,22
1648,1887,22
7454,4137,22
4760,4512,22
6541,1887,22
2964,6762,22
236,1887,22
1153,2637,22
216,4887,22
7440,9387,22
2786,1887,22
6494,3762,22
2780,5262,22
237,2637,22
1113,4512,22
5266,1887,22
1221,2637,22
5234,7512,22
3113,1887,22
7843,6387,22
2005,2262,22
1101,3012,22
463,2637,22
3838,3762,22
3837,4887,22
7196,3762,22
5197,2637,22
6751,2262,22
58,1887,22
3463,4512,22
11,1887,22
5551,9387,22
2260,4137,22
1838,5262,22
738,3012,22
2239,2637,22
453,4512,22
6890,4887,22
2311,1887,22
1810,7137,22
61,5262,22
6015,3762,21
7536,2262,21
6714,7137,21
4595,11262,21
7543,3762,21
1818,1887,21
8140,3012,21
7833,4887,21
7442,11262,21
1678,2637,21
7447,3012,21
6024,3012,21
5914,2262,21
7161,7512,21
799,6387,21
7873,4137,21
800,4887,21
7640,4137,21
1581,2637,21
1998,1887,21
4549,1887,21
5905,1887,21
1668,6762,21
6011,6012,21
5857,1887,21
3215,6012,21
4348,4137,21
4401,7137,21
1772,4887,21
5876,7512,21
4225,1887,21
757,6762,21
1606,4512,21
5952,2637,21
7150,7137,21
709,5637,21
697,4512,21
6722,7137,21
4955,7887,21
1794,2637,21
822,2637,21
7877,1887,21
115,4512,21
4479,3012,21
4192,2262,21
1797,1887,21
790,3387,21
3331,4137,21
3310,2637,21
4350,5262,21
792,1887,21
7662,1887,21
2812,2637,21
38,4887,21
1702,3012,21
4524,2262,21
7626,4512,21
1347,1887,21
7470,7512,21
336,2262,21
6499,11262,21
8035,2262,21
3457,3012,21
2315,7887,21
3911,1887,21
7,5637,21
3499,1887,21
1014,2262,21
3924,3762,21
2492,4887,21
3930,3762,21
2323,3387,21
3807,4887,21
3405,3387,21
3403,6387,21
6223,6012,21
3969,3762,21
3598,3012,21
2937,5637,21
334,4512,21
2448,3012,21
2660,6012,21
987,4887,21
6917,3387,21
2263,6387,21
3869,6387,21
3019,2262,21
2904,4887,21
5268,2262,21
4067,3762,21
1005,4512,21
3874,3762,21
346,2262,21
212,5637,21
2903,4887,21
8199,7512,21
5191,2637,21
7261,9012,21
2282,5262,21
455,3387,21
3885,4137,21
3684,1887,21
3974,5262,21
5337,8262,21
6585,2637,21
6111,2262,21
3782,9012,21
238,5262,21
2060,1887,21
2058,1887,21
3703,2637,21
1107,2262,21
7393,2637,21
6600,7887,21
2694,4512,21
3757,2637,21
7280,5262,21
5424,4512,21
912,1887,21
4058,3012,21
2017,4512,21
5001,6387,21
406,2262,21
228,6012,21
3546,4137,21
1224,4887,21
3866,2637,21
2078,1887,21
934,7887,21
426,4137,21
5346,4887,21
3593,1887,21
2133,6387,21
1122,3012,21
28,4887,21
2957,1887,21
3584,3387,21
1357,4887,21
563,1887,21
5047,5262,21
2678,3762,21
2880,2262,21
932,5262,21
2096,2262,21
352,3012,20
2400,3762,20
208,5262,20
209,1887,20
2408,13512,20
7858,2262,20
3689,1887,20
1727,9762,20
786,2262,20
3617,2262,20
1706,8262,20
2440,3012,20
7799,4137,20
2548,4137,20
3566,4887,20
7803,1887,20
3572,7137,20
7505,3012,20
8014,4887,20
1647,8637,20
2510,5262,20
2506,1887,20
297,1887,20
6545,1887,20
6606,1887,20
2493,8262,20
3615,4512,20
402,2637,20
8013,7512,20
2461,1887,20
213,3387,20
1684,3387,20
7545,3012,20
2447,4887,20
3511,4512,20
7548,1887,20
1699,1887,20
3718,2637,20
3358,1887,20
778,3012,20
533,2262,20
2119,3387,20
172,8637,20
6642,2262,20
2136,2262,20
3398,1887,20
2727,3387,20
1885,1887,20
408,3387,20
1884,2262,20
712,4512,20
2161,3387,20
3937,1887,20
720,3012,20
3407,4137,20
165,1887,20
2081,3012,20
680,7137,20
6007,1887,20
2071,6762,20
2711,5637,20
2062,3012,20
2049,3387,20
3361,1887,20
2044,2262,20
658,6762,20
640,2262,20
2027,1887,20
1987,4512,20
2015,6387,20
4061,4137,20
6066,6012,20
6254,3387,20
3919,2637,20
512,6762,20
1819,1887,20
202,2637,20
418,2262,20
96,3762,20
6692,2262,20
1760,3012,20
6884,2637,20
7612,2637,20
7139,1887,20
3274,1887,20
3830,7137,20
3442,2262,20
2268,1887,20
746,4887,20
2250,2262,20
3878,4512,20
6637,2262,20
2241,6387,20
4334,1887,20
740,5262,20
2236,2262,20
1836,6012,20
2226,2262,20
189,6012,20
3896,2262,20
3898,4887,20
3409,6762,20
3902,1887,20
2207,2262,20
1851,6762,20
3905,6387,20
6365,3387,20
2950,5262,20
4794,5262,20
1451,3387,20
8218,4887,20
1493,1887,20
3123,2637,20
7292,3012,20
7436,7137,20
1142,1887,20
7199,11262,20
34,3387,20
913,2637,20
967,3762,20
1376,2637,20
4943,6387,20
969,2637,20
5294,2637,20
5756,2262,20
5489,5262,20
836,1887,20
937,9012,20
5759,3762,20
1220,2262,20
5168,1887,20
1431,2262,20
8171,2637,20
4999,5262,20
3111,2262,20
6743,9387,20
4859,2262,20
927,3012,20
1079,2637,20
7424,6762,20
5296,2637,20
1228,4887,20
3015,1887,20
5443,12762,20
5274,8637,20
5248,1887,20
1081,1887,20
5246,1887,20
1096,1887,20
896,5637,20
5034,2262,20
1507,2637,20
3045,3012,20
4745,3012,20
1110,1887,20
1003,1887,20
3134,2637,20
7382,3012,20
5588,2262,20
3009,3762,20
7971,7137,20
866,3012,20
4850,7512,20
7252,6762,19
1786,1887,19
666,3762,19
6070,6012,19
2035,8637,19
3964,2262,19
6863,1887,19
8040,7137,19
629,7512,19
8208,2262,19
2036,1887,19
117,2637,19
4971,2262,19
2686,1887,19
3364,6762,19
7852,1887,19
5864,4887,19
7990,9762,19
2848,2262,19
6975,4137,19
6634,1887,19
2045,6387,19
6097,6762,19
3887,3012,19
5714,1887,19
7223,1887,19
3359,7887,19
8210,3012,19
763,2262,19
370,2637,19
1930,4137,19
4864,3387,19
1467,1887,19
3741,3387,19
7972,4137,19
4113,13512,19
6333,2262,19
6045,7887,19
3850,1887,19
4903,2262,19
2743,2637,19
8103,3012,19
4076,9012,19
2742,1887,19
1486,1887,19
1485,6387,19
4312,3012,19
1483,4887,19
3437,4887,19
1864,1887,19
3017,3762,19
1025,8262,19
1256,2637,19
143,1887,19
1859,4512,19
1205,4137,19
2254,1887,19
5709,2262,19
7214,4887,19
4354,3387,19
2233,1887,19
1017,2262,19
5895,3387,19
884,2637,19
1802,2637,19
192,6762,19
428,3387,19
1383,1887,19
4131,1887,19
5003,5637,19
3285,1887,19
5899,5262,19
2247,7887,19
3492,6762,19
5237,3762,19
1412,7137,19
7409,4512,19
5175,5262,19
2696,2637,19
6900,2637,19
623,3012,19
1894,2262,19
2453,6762,19
3914,3012,19
4950,4887,19
6584,3012,19
3592,6762,19
167,7137,19
938,1887,19
1659,3012,19
3923,1887,19
4176,3387,19
3011,1887,19
2625,2637,19
4559,8262,19
5430,2262,19
1586,3387,19
3209,5262,19
1239,2262,19
3832,4512,19
2817,4887,19
6001,1887,19
2499,2637,19
841,2262,19
5770,1887,19
4459,10512,19
2296,4512,19
3201,2262,19
2123,3762,19
5577,1887,19
5219,4137,19
3174,2637,19
1088,5262,19
3178,4137,19
1932,3762,19
13,4512,19
1444,9762,19
950,5262,19
4728,2262,19
8092,4137,19
4740,2637,19
5386,3762,19
5064,3012,19
5384,3387,19
2321,6762,19
5803,7137,19
3027,6387,19
1937,6762,19
233,1887,19
2798,1887,19
7021,1887,19
3932,2262,19
2718,1887,19
7165,4887,19
1242,3387,19
2969,3387,19
784,3387,19
4530,9762,19
7857,2262,19
5278,4512,19
324,3387,19
6106,4512,19
326,1887,19
4480,3012,19
