User ID,Friends Count,Liked Genres
6942,8,"['Electro Pop/Electro Rock', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Instrumental jazz', 'Urban Cowboy', 'Asian Music', 'Tropical', 'Film Scores', 'Grime', 'Metal', 'West Coast', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'East Coast', 'Films/Games', 'Hard Rock']"
6525,7,"['Classical', 'Folk', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Instrumental jazz', 'Asian Music', 'Tropical', 'Film Scores', 'Grime', 'Metal', 'Indie Pop/Folk', 'International Pop', 'Sports', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Films/Games', 'Hard Rock', 'Dirty South']"
7181,5,"['Folk', 'Jazz Hip Hop', 'Dancefloor', 'Indie Rock/Rock pop', 'Soundtracks', 'Contemporary Soul', 'Baroque', 'Urban Cowboy', 'Asian Music', 'Tropical', 'Grime', 'West Coast', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Jazz', 'Films/Games', 'Hard Rock', 'Kids']"
7415,3,"['Folk', 'Indie Rock/Rock pop', 'Comedy', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Instrumental jazz', 'Asian Music', 'Tropical', 'Early Music', 'R&B', 'Grime', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Films/Games', 'Hard Rock', 'Kids']"
6678,34,"['Jazz Hip Hop', 'Dancefloor', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Blues', 'Baroque', 'Asian Music', 'Tropical', 'Early Music', 'Pop', 'Film Scores', 'Metal', 'West Coast', 'Indie Pop/Folk', 'Nursery Rhymes', 'Classical Period', 'Latin Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Jazz', 'Films/Games', 'Hard Rock']"
5808,10,"['Folk', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Old School', 'Asian Music', 'Tropical', 'R&B', 'Film Scores', 'Grime', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Dubstep', 'Classical Period', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Country Blues', 'Country', 'Contemporary R&B', 'Hard Rock']"
6030,3,"['Folk', 'Indie Rock/Rock pop', 'Chill Out/Trip-Hop/Lounge', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Asian Music', 'R&B', 'Pop', 'Grime', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Classical Period', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'East Coast', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
4291,1,"['Folk', 'Jazz Hip Hop', 'Electro Pop/Electro Rock', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Asian Music', 'Tropical', 'Early Music', 'Grime', 'Metal', 'Sports', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
3041,23,"['Folk', 'Dancefloor', 'Indie Rock/Rock pop', 'Disco', 'Romantic', 'Contemporary Soul', 'Old School', 'Asian Music', 'Tropical', 'Early Music', 'Film Scores', 'Grime', 'West Coast', 'Indie Pop/Folk', 'International Pop', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Indian Music', 'Classical Period', 'Latin Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Rap/Hip Hop', 'Contemporary R&B', 'Game Scores', 'Films/Games', 'Hard Rock']"
5443,20,"['Classical', 'Folk', 'Indie Rock/Rock pop', 'Comedy', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Instrumental jazz', 'Asian Music', 'Tropical', 'Grime', 'Metal', 'West Coast', 'Brazilian Music', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Opera', 'Ranchera', 'Kids & Family', 'Soul & Funk', 'Electro', 'Alternative', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Country Blues', 'Jazz', 'Films/Games', 'Hard Rock']"
1637,18,"['Folk', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Asian Music', 'R&B', 'Pop', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Classical Period', 'Delta Blues', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
3210,16,"['Folk', 'Indie Rock/Rock pop', 'Comedy', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Urban Cowboy', 'Asian Music', 'Tropical', 'Grime', 'Metal', 'West Coast', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Dubstep', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Rap/Hip Hop', 'Techno/House', 'Films/Games', 'Hard Rock', 'Kids']"
7091,14,"['Classical', 'Indie Rock/Rock pop', 'Disco', 'Romantic', 'Old School', 'Instrumental jazz', 'Asian Music', 'Early Music', 'Classic Blues', 'Grime', 'Metal', 'West Coast', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Classical Period', 'Latin Music', 'African Music', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Hard Rock']"
6896,7,"['Classical', 'Folk', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Instrumental jazz', 'Asian Music', 'Early Music', 'Grime', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Films/Games', 'Hard Rock', 'Kids']"
2935,4,"['Folk', 'Electro Pop/Electro Rock', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Asian Music', 'Tropical', 'Early Music', 'Grime', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Indian Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
1484,34,"['Indie Rock/Rock pop', 'Romantic', 'Contemporary Soul', 'Baroque', 'Urban Cowboy', 'Asian Music', 'Tropical', 'Early Music', 'Film Scores', 'Grime', 'Metal', 'West Coast', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Indian Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Traditional Country', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
4935,29,"['Jazz Hip Hop', 'Indie Rock/Rock pop', 'Romantic', 'Contemporary Soul', 'Baroque', 'Urban Cowboy', 'Asian Music', 'Tropical', 'R&B', 'Film Scores', 'Grime', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Country Blues', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
8077,16,"['Folk', 'Indie Rock/Rock pop', 'Romantic', 'Contemporary Soul', 'Baroque', 'Asian Music', 'Tropical', 'Early Music', 'Film Scores', 'Grime', 'Metal', 'West Coast', 'Indie Pop/Folk', 'International Pop', 'Brazilian Music', 'Nursery Rhymes', 'Indian Music', 'Classical Period', 'Latin Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Electric Blues', 'Rap/Hip Hop', 'Contemporary R&B', 'Jazz', 'Films/Games', 'Hard Rock']"
39,15,"['Folk', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Asian Music', 'Tropical', 'Dance', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Dubstep', 'Classical Period', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Electric Blues', 'Rap/Hip Hop', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
5350,13,"['Classical', 'Folk', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Baroque', 'Instrumental jazz', 'Asian Music', 'Tropical', 'R&B', 'Grime', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
5653,10,"['Jazz Hip Hop', 'Indie Rock/Rock pop', 'Romantic', 'Contemporary Soul', 'Baroque', 'Urban Cowboy', 'Asian Music', 'Tropical', 'Film Scores', 'Grime', 'Metal', 'Indie Pop/Folk', 'Trance', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Electric Blues', 'Rap/Hip Hop', 'Contemporary R&B', 'Game Scores', 'Films/Games', 'Hard Rock', 'Kids']"
4565,9,"['Folk', 'Indie Rock/Rock pop', 'Musicals', 'Romantic', 'Indie Rock', 'Contemporary Soul', 'Old School', 'Instrumental jazz', 'Asian Music', 'Tropical', 'Grime', 'West Coast', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Dubstep', 'Classical Period', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Rap/Hip Hop', 'Films/Games', 'Hard Rock', 'Kids']"
7997,9,"['Classical', 'Electro Pop/Electro Rock', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Instrumental jazz', 'Tropical', 'Grime', 'Sports', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Indian Music', 'Classical Period', 'Latin Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Dub', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
3148,6,"['Folk', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Asian Music', 'Tropical', 'Film Scores', 'Grime', 'Metal', 'Indie Pop/Folk', 'International Pop', 'Brazilian Music', 'Nursery Rhymes', 'Alternative Country', 'Latin Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Country Blues', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Dirty South']"
1612,113,"['Folk', 'Indie Rock/Rock pop', 'Disco', 'Romantic', 'Old School', 'Baroque', 'Asian Music', 'Tropical', 'Grime', 'Metal', 'Indie Pop/Folk', 'Sports', 'Brazilian Music', 'Nursery Rhymes', 'Indian Music', 'Classical Period', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Traditional Country', 'Hard Rock', 'Dirty South']"
284,24,"['Folk', 'Indie Rock/Rock pop', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Instrumental jazz', 'Asian Music', 'Tropical', 'Grime', 'Metal', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Dubstep', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
5559,16,"['Dancefloor', 'Indie Rock/Rock pop', 'Romantic', 'Contemporary Soul', 'Old School', 'Instrumental jazz', 'Asian Music', 'Early Music', 'Dancehall/Ragga', 'Metal', 'West Coast', 'Indie Pop/Folk', 'International Pop', 'Sports', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'TV shows & movies', 'Classical Period', 'Opera', 'Modern', 'Soul & Funk', 'Techno/House', 'Traditional Country', 'Films/Games', 'Hard Rock']"
3544,14,"['Indie Rock/Rock pop', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Instrumental jazz', 'Asian Music', 'Tropical', 'R&B', 'Metal', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
7267,12,"['Folk', 'Indie Rock/Rock pop', 'Comedy', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Urban Cowboy', 'Asian Music', 'Tropical', 'Early Music', 'Film Scores', 'Grime', 'Metal', 'Sports', 'Trance', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Indian Music', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Rap/Hip Hop', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
5643,7,"['Folk', 'Dancefloor', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Asian Music', 'Tropical', 'Grime', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Films/Games', 'Hard Rock', 'Kids', 'Dirty South']"
903,6,"['Folk', 'Electro Pop/Electro Rock', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Asian Music', 'Tropical', 'Early Music', 'Grime', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
6228,4,"['Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Instrumental jazz', 'Asian Music', 'Tropical', 'Pop', 'Grime', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Nursery Rhymes', 'Indian Music', 'Chicago Blues', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
590,41,"['Jazz Hip Hop', 'Indie Rock/Rock pop', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Instrumental jazz', 'Asian Music', 'Tropical', 'Early Music', 'R&B', 'Grime', 'Metal', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Electric Blues', 'Rap/Hip Hop', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
714,14,"['Folk', 'Indie Rock/Rock pop', 'Comedy', 'Disco', 'Romantic', 'Contemporary Soul', 'Urban Cowboy', 'Asian Music', 'Tropical', 'Film Scores', 'Metal', 'West Coast', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Kids & Family', 'Soul & Funk', 'Electro', 'Alternative', 'Dub', 'Rap/Hip Hop', 'Techno/House', 'Films/Games', 'Hard Rock']"
6713,14,"['Folk', 'Indie Rock/Rock pop', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Baroque', 'Asian Music', 'Grime', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
6431,12,"['Folk', 'Electro Pop/Electro Rock', 'Indie Rock/Rock pop', 'Romantic', 'Contemporary Soul', 'Asian Music', 'Tropical', 'Early Music', 'Grime', 'Metal', 'West Coast', 'Indie Pop/Folk', 'Brazilian Music', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Modern', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Films/Games', 'Hard Rock']"
6569,12,"['Folk', 'Indie Rock/Rock pop', 'Musicals', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Instrumental jazz', 'Asian Music', 'Tropical', 'Metal', 'Indie Pop/Folk', 'Brazilian Music', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
7771,11,"['Folk', 'Indie Rock/Rock pop', 'Musicals', 'Romantic', 'Contemporary Soul', 'Asian Music', 'Early Music', 'Grime', 'Metal', 'West Coast', 'Indie Pop/Folk', 'Brazilian Music', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Opera', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Rap/Hip Hop', 'Techno/House', 'Traditional Country', 'Contemporary R&B', 'Films/Games', 'Hard Rock']"
2733,9,"['Indie Rock/Rock pop', 'Comedy', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Old School', 'Baroque', 'Asian Music', 'Early Music', 'Grime', 'Sports', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Alternative Country', 'Indian Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
4109,8,"['Dancefloor', 'Indie Rock/Rock pop', 'Comedy', 'Soundtracks', 'Contemporary Soul', 'Baroque', 'Asian Music', 'Tropical', 'Grime', 'West Coast', 'Indie Pop/Folk', 'Sports', 'Brazilian Music', 'Nursery Rhymes', 'Indian Music', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Films/Games', 'Hard Rock']"
5771,8,"['Indie Rock/Rock pop', 'Musicals', 'Soundtracks', 'Romantic', 'Contemporary Soul', 'Asian Music', 'Tropical', 'R&B', 'Acoustic Blues', 'Indie Pop/Folk', 'International Pop', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Classical Period', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Alternative', 'Dub', 'Electric Blues', 'Rap/Hip Hop', 'Techno/House', 'Films/Games', 'Hard Rock', 'Kids']"
7745,7,"['Folk', 'Indie Rock/Rock pop', 'Comedy', 'Disco', 'Romantic', 'Contemporary Soul', 'Baroque', 'Urban Cowboy', 'Asian Music', 'Tropical', 'Film Scores', 'Grime', 'Brazilian Music', 'Bollywood', 'Nursery Rhymes', 'Indian Music', 'Classical Period', 'Latin Music', 'Ranchera', 'Oldschool R&B', 'Soul & Funk', 'Electro', 'Rap/Hip Hop', 'Contemporary R&B', 'Films/Games', 'Hard Rock', 'Kids']"
